"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country/Region,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",sales_num,profit_num,quantity_num,discount_num
418,CA-2020-148796,4/14/2020,4/18/2020,"Standard Class",PB-19150,"Philip Brown",Consumer,"United States","Los Angeles",California,90004,West,FUR-CH-10004886,Furniture,Chairs,"Bevis Steel Folding Chairs",383.8,38.38,5.0,0.2
419,CA-2021-154816,11/6/2021,11/10/2021,"Standard Class",VB-21745,"Victoria Brennan",Corporate,"United States",Richmond,Kentucky,40475,South,OFF-PA-10003845,"Office Supplies",Paper,"Xerox 1987",5.78,2.83,1.0,0.0
420,CA-2021-110478,3/4/2021,3/9/2021,"Standard Class",SP-20860,"Sung Pak",Corporate,"United States","Los Angeles",California,90045,West,OFF-AR-10001573,"Office Supplies",Art,"American Pencil",9.32,2.7,4.0,0.0
421,CA-2021-110478,3/4/2021,3/9/2021,"Standard Class",SP-20860,"Sung Pak",Corporate,"United States","Los Angeles",California,90045,West,OFF-EN-10000483,"Office Supplies",Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,7.02,1.0,0.0
422,CA-2018-142048,6/22/2018,6/25/2018,"First Class",JE-15745,"Joel Eaton",Consumer,"United States",Louisville,Colorado,80027,West,TEC-AC-10004114,Technology,Accessories,"KeyTronic 6101 Series - Keyboard - Black",196.75,56.57,6.0,0.2
423,CA-2021-125388,10/19/2021,10/23/2021,"Standard Class",MP-17965,"Michael Paige",Corporate,"United States",Lawrence,Massachusetts,1841,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,14.71,4.0,0.0
424,CA-2021-125388,10/19/2021,10/23/2021,"Standard Class",MP-17965,"Michael Paige",Corporate,"United States",Lawrence,Massachusetts,1841,East,OFF-ST-10000918,"Office Supplies",Storage,Crate-A-Files,32.7,8.5,3.0,0.0
425,CA-2021-155705,8/21/2021,8/23/2021,"Second Class",NF-18385,"Natalie Fritzler",Consumer,"United States",Jackson,Mississippi,39212,South,FUR-CH-10000015,Furniture,Chairs,"Hon Multipurpose Stacking Arm Chairs",866.4,225.26,4.0,0.0
426,CA-2021-149160,11/23/2021,11/26/2021,"Second Class",JM-15265,"Janet Molinari",Corporate,"United States",Canton,Michigan,48187,Central,FUR-FU-10003347,Furniture,Furnishings,"Coloredge Poster Frame",28.4,11.08,2.0,0.0
427,CA-2021-149160,11/23/2021,11/26/2021,"Second Class",JM-15265,"Janet Molinari",Corporate,"United States",Canton,Michigan,48187,Central,OFF-BI-10001543,"Office Supplies",Binders,"GBC VeloBinder Manual Binding System",287.92,138.2,8.0,0.0
428,CA-2018-101476,9/12/2018,9/13/2018,"First Class",SD-20485,"Shirley Daniels","Home Office","United States","New Rochelle","New York",10801,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,30.1,1.0,0.0
429,CA-2021-152275,10/1/2021,10/8/2021,"Standard Class",KH-16630,"Ken Heidel",Corporate,"United States","San Antonio",Texas,78207,Central,OFF-AR-10000369,"Office Supplies",Art,"Design Ebony Sketching Pencil",6.67,0.5,6.0,0.2
430,US-2020-123750,4/15/2020,4/21/2020,"Standard Class",RB-19795,"Ross Baird","Home Office","United States",Gastonia,"North Carolina",28052,South,OFF-BI-10004584,"Office Supplies",Binders,"GBC ProClick 150 Presentation Binding System",189.59,-145.35,2.0,0.7
431,US-2020-123750,4/15/2020,4/21/2020,"Standard Class",RB-19795,"Ross Baird","Home Office","United States",Gastonia,"North Carolina",28052,South,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",408.74,76.64,7.0,0.2
432,US-2020-123750,4/15/2020,4/21/2020,"Standard Class",RB-19795,"Ross Baird","Home Office","United States",Gastonia,"North Carolina",28052,South,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",291.96,54.74,5.0,0.2
433,US-2020-123750,4/15/2020,4/21/2020,"Standard Class",RB-19795,"Ross Baird","Home Office","United States",Gastonia,"North Carolina",28052,South,OFF-ST-10000617,"Office Supplies",Storage,"Woodgrain Magazine Files by Perma",4.77,-0.77,2.0,0.2
434,CA-2020-127369,6/6/2020,6/7/2020,"First Class",DB-13060,"Dave Brooks",Consumer,"United States",Lowell,Massachusetts,1852,East,OFF-ST-10003306,"Office Supplies",Storage,"Letter Size Cart",714.3,207.15,5.0,0.0
435,US-2018-150574,12/19/2018,12/25/2018,"Standard Class",MK-18160,"Mike Kennedy",Consumer,"United States",Jacksonville,Florida,32216,South,OFF-BI-10000773,"Office Supplies",Binders,"Insertable Tab Post Binder Dividers",4.81,-3.69,2.0,0.7
436,US-2018-150574,12/19/2018,12/25/2018,"Standard Class",MK-18160,"Mike Kennedy",Consumer,"United States",Jacksonville,Florida,32216,South,TEC-AC-10002600,Technology,Accessories,"Belkin QODE FastFit Bluetooth Keyboard",247.8,-18.59,5.0,0.2
437,CA-2020-147375,6/12/2020,6/14/2020,"Second Class",PO-19180,"Philisse Overcash","Home Office","United States",Chicago,Illinois,60623,Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.98,43.2,3.0,0.3
438,CA-2020-147375,6/12/2020,6/14/2020,"Second Class",PO-19180,"Philisse Overcash","Home Office","United States",Chicago,Illinois,60623,Central,OFF-PA-10001970,"Office Supplies",Paper,"Xerox 1908",313.49,113.64,7.0,0.2
439,CA-2021-130043,9/15/2021,9/19/2021,"Standard Class",BB-11545,"Brenda Bowman",Corporate,"United States",Houston,Texas,77070,Central,OFF-PA-10002230,"Office Supplies",Paper,"Xerox 1897",31.87,11.55,8.0,0.2
440,CA-2021-157252,1/20/2021,1/23/2021,"Second Class",CV-12805,"Cynthia Voltz",Corporate,"United States","New York City","New York",10024,East,FUR-CH-10003396,Furniture,Chairs,"Global Deluxe Steno Chair",207.85,2.31,3.0,0.1
441,CA-2020-115756,9/5/2020,9/7/2020,"Second Class",PK-19075,"Pete Kriz",Consumer,"United States",Detroit,Michigan,48227,Central,FUR-FU-10000246,Furniture,Furnishings,"Aluminum Document Frame",12.22,3.67,1.0,0.0
442,CA-2020-115756,9/5/2020,9/7/2020,"Second Class",PK-19075,"Pete Kriz",Consumer,"United States",Detroit,Michigan,48227,Central,OFF-ST-10000060,"Office Supplies",Storage,"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",194.94,23.39,3.0,0.0
443,CA-2020-115756,9/5/2020,9/7/2020,"Second Class",PK-19075,"Pete Kriz",Consumer,"United States",Detroit,Michigan,48227,Central,OFF-ST-10003058,"Office Supplies",Storage,"Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays",70.95,20.58,3.0,0.0
444,CA-2020-115756,9/5/2020,9/7/2020,"Second Class",PK-19075,"Pete Kriz",Consumer,"United States",Detroit,Michigan,48227,Central,OFF-PA-10002222,"Office Supplies",Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,42.03,4.0,0.0
445,CA-2020-115756,9/5/2020,9/7/2020,"Second Class",PK-19075,"Pete Kriz",Consumer,"United States",Detroit,Michigan,48227,Central,FUR-CH-10002372,Furniture,Chairs,"Office Star - Ergonomically Designed Knee Chair",242.94,29.15,3.0,0.0
446,CA-2020-115756,9/5/2020,9/7/2020,"Second Class",PK-19075,"Pete Kriz",Consumer,"United States",Detroit,Michigan,48227,Central,OFF-LA-10001317,"Office Supplies",Labels,"Avery 520",22.05,10.58,7.0,0.0
447,CA-2021-154214,3/20/2021,3/25/2021,"Second Class",TB-21595,"Troy Blackwell",Consumer,"United States",Columbus,Indiana,47201,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1.37,1.0,0.0
448,CA-2020-166674,4/1/2020,4/3/2020,"Second Class",RB-19360,"Raymond Buch",Consumer,"United States",Auburn,"New York",13021,East,OFF-AR-10000588,"Office Supplies",Art,"Newell 345",59.52,15.48,3.0,0.0
449,CA-2020-166674,4/1/2020,4/3/2020,"Second Class",RB-19360,"Raymond Buch",Consumer,"United States",Auburn,"New York",13021,East,OFF-ST-10001469,"Office Supplies",Storage,"Fellowes Bankers Box Recycled Super Stor/Drawer",161.94,9.72,3.0,0.0
450,CA-2020-166674,4/1/2020,4/3/2020,"Second Class",RB-19360,"Raymond Buch",Consumer,"United States",Auburn,"New York",13021,East,OFF-AR-10001953,"Office Supplies",Art,"Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",263.88,71.25,6.0,0.0
451,CA-2020-166674,4/1/2020,4/3/2020,"Second Class",RB-19360,"Raymond Buch",Consumer,"United States",Auburn,"New York",13021,East,OFF-AR-10003156,"Office Supplies",Art,"50 Colored Long Pencils",30.48,7.92,3.0,0.0
452,CA-2020-166674,4/1/2020,4/3/2020,"Second Class",RB-19360,"Raymond Buch",Consumer,"United States",Auburn,"New York",13021,East,OFF-AR-10004974,"Office Supplies",Art,"Newell 342",9.84,2.85,3.0,0.0
453,CA-2020-166674,4/1/2020,4/3/2020,"Second Class",RB-19360,"Raymond Buch",Consumer,"United States",Auburn,"New York",13021,East,TEC-PH-10002365,Technology,Phones,"Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S",35.12,9.13,4.0,0.0
454,CA-2021-147277,10/20/2021,10/24/2021,"Standard Class",EB-13705,"Ed Braxton",Corporate,"United States",Akron,Ohio,44312,East,FUR-TA-10001539,Furniture,Tables,"Chromcraft Rectangular Conference Tables",284.36,-75.83,2.0,0.4
455,CA-2021-147277,10/20/2021,10/24/2021,"Standard Class",EB-13705,"Ed Braxton",Corporate,"United States",Akron,Ohio,44312,East,OFF-ST-10000142,"Office Supplies",Storage,"Deluxe Rollaway Locking File with Drawer",665.41,66.54,2.0,0.2
456,CA-2020-100153,12/13/2020,12/17/2020,"Standard Class",KH-16630,"Ken Heidel",Corporate,"United States",Norman,Oklahoma,73071,Central,TEC-AC-10001772,Technology,Accessories,"Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",63.88,24.91,4.0,0.0
457,US-2018-110674,2/12/2018,2/18/2018,"Standard Class",SC-20095,"Sanjit Chand",Consumer,"United States",Concord,California,94521,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.57,-24.29,2.0,0.2
458,US-2020-157945,9/26/2020,10/1/2020,"Standard Class",NF-18385,"Natalie Fritzler",Consumer,"United States",Decatur,Illinois,62521,Central,FUR-CH-10002331,Furniture,Chairs,"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",747.56,-96.11,3.0,0.3
459,US-2020-157945,9/26/2020,10/1/2020,"Standard Class",NF-18385,"Natalie Fritzler",Consumer,"United States",Decatur,Illinois,62521,Central,OFF-EN-10001415,"Office Supplies",Envelopes,"Staple envelope",8.93,3.35,2.0,0.2
460,CA-2019-109638,12/15/2019,12/22/2019,"Standard Class",JH-15985,"Joseph Holt",Consumer,"United States",Seattle,Washington,98115,West,OFF-AP-10002472,"Office Supplies",Appliances,"3M Office Air Cleaner",103.92,36.37,4.0,0.0
461,CA-2019-109638,12/15/2019,12/22/2019,"Standard Class",JH-15985,"Joseph Holt",Consumer,"United States",Seattle,Washington,98115,West,TEC-AC-10004571,Technology,Accessories,"Logitech G700s Rechargeable Gaming Mouse",899.91,377.96,9.0,0.0
462,CA-2019-109638,12/15/2019,12/22/2019,"Standard Class",JH-15985,"Joseph Holt",Consumer,"United States",Seattle,Washington,98115,West,OFF-BI-10001098,"Office Supplies",Binders,"Acco D-Ring Binder w/DublLock",51.31,18.6,3.0,0.2
463,CA-2020-109869,4/22/2020,4/29/2020,"Standard Class",TN-21040,"Tanja Norvell","Home Office","United States",Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,"Eldon Wave Desk Accessories",23.56,7.07,5.0,0.2
464,CA-2020-109869,4/22/2020,4/29/2020,"Standard Class",TN-21040,"Tanja Norvell","Home Office","United States",Phoenix,Arizona,85023,West,FUR-TA-10001889,Furniture,Tables,"Bush Advantage Collection Racetrack Conference Table",1272.63,-814.48,6.0,0.5
465,CA-2020-109869,4/22/2020,4/29/2020,"Standard Class",TN-21040,"Tanja Norvell","Home Office","United States",Phoenix,Arizona,85023,West,OFF-BI-10000315,"Office Supplies",Binders,"Poly Designer Cover & Back",28.49,-20.89,5.0,0.7
466,CA-2020-109869,4/22/2020,4/29/2020,"Standard Class",TN-21040,"Tanja Norvell","Home Office","United States",Phoenix,Arizona,85023,West,OFF-SU-10003505,"Office Supplies",Supplies,"Premier Electric Letter Opener",185.38,-34.76,2.0,0.2
467,CA-2020-109869,4/22/2020,4/29/2020,"Standard Class",TN-21040,"Tanja Norvell","Home Office","United States",Phoenix,Arizona,85023,West,OFF-AP-10002578,"Office Supplies",Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.27,5.87,2.0,0.2
468,US-2019-101399,1/17/2019,1/24/2019,"Standard Class",JS-15940,"Joni Sundaresam","Home Office","United States","Park Ridge",Illinois,60068,Central,FUR-FU-10002918,Furniture,Furnishings,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",254.74,-312.06,7.0,0.6
469,CA-2021-154907,3/31/2021,4/4/2021,"Standard Class",DS-13180,"David Smith",Corporate,"United States",Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,"Bush Mission Pointe Library",205.33,-36.24,2.0,0.32
470,US-2020-100419,12/16/2020,12/20/2020,"Second Class",CC-12670,"Craig Carreira",Consumer,"United States",Chicago,Illinois,60610,Central,OFF-BI-10002194,"Office Supplies",Binders,"Cardinal Hold-It CD Pocket",4.79,-7.9,3.0,0.8
471,CA-2019-154144,12/20/2019,12/24/2019,"Standard Class",MH-17785,"Maya Herman",Corporate,"United States",Lindenhurst,"New York",11757,East,OFF-PA-10004071,"Office Supplies",Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,26.63,1.0,0.0
472,CA-2018-144666,11/9/2018,11/11/2018,"Second Class",JP-15520,"Jeremy Pistek",Consumer,"United States","San Francisco",California,94110,West,OFF-ST-10002743,"Office Supplies",Storage,"SAFCO Boltless Steel Shelving",340.92,3.41,3.0,0.0
473,CA-2018-144666,11/9/2018,11/11/2018,"Second Class",JP-15520,"Jeremy Pistek",Consumer,"United States","San Francisco",California,94110,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.67,10.48,2.0,0.15
474,CA-2018-144666,11/9/2018,11/11/2018,"Second Class",JP-15520,"Jeremy Pistek",Consumer,"United States","San Francisco",California,94110,West,TEC-PH-10002680,Technology,Phones,"Samsung Galaxy Note 3",703.97,88.0,4.0,0.2
475,CA-2018-144666,11/9/2018,11/11/2018,"Second Class",JP-15520,"Jeremy Pistek",Consumer,"United States","San Francisco",California,94110,West,OFF-ST-10001321,"Office Supplies",Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,24.98,6.0,0.0
476,CA-2018-144666,11/9/2018,11/11/2018,"Second Class",JP-15520,"Jeremy Pistek",Consumer,"United States","San Francisco",California,94110,West,OFF-PA-10001509,"Office Supplies",Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,28.82,7.0,0.0
477,CA-2018-144666,11/9/2018,11/11/2018,"Second Class",JP-15520,"Jeremy Pistek",Consumer,"United States","San Francisco",California,94110,West,OFF-PA-10003465,"Office Supplies",Paper,"Xerox 1912",94.85,45.53,5.0,0.0
478,CA-2020-103891,7/12/2020,7/19/2020,"Standard Class",KH-16690,"Kristen Hastings",Corporate,"United States","Los Angeles",California,90008,West,TEC-PH-10000149,Technology,Phones,"Cisco SPA525G2 IP Phone - Wireless",95.76,7.18,6.0,0.2
479,CA-2020-152632,10/27/2020,11/2/2020,"Standard Class",JE-15475,"Jeremy Ellison",Consumer,"United States",Troy,"New York",12180,East,FUR-FU-10002671,Furniture,Furnishings,"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",40.2,19.3,3.0,0.0
480,CA-2020-100790,6/26/2020,7/2/2020,"Standard Class",JG-15805,"John Grady",Corporate,"United States","New York City","New York",10024,East,OFF-AR-10003045,"Office Supplies",Art,"Prang Colored Pencils",14.7,6.62,5.0,0.0
481,CA-2020-100790,6/26/2020,7/2/2020,"Standard Class",JG-15805,"John Grady",Corporate,"United States","New York City","New York",10024,East,OFF-ST-10000689,"Office Supplies",Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,84.51,5.0,0.0
482,CA-2018-134677,10/6/2018,10/10/2018,"Standard Class",XP-21865,"Xylona Preis",Consumer,"United States","San Diego",California,92024,West,TEC-AC-10001445,Technology,Accessories,"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",9.09,1.91,3.0,0.0
483,CA-2018-127691,7/22/2018,7/27/2018,"Standard Class",EM-14065,"Erin Mull",Consumer,"United States","New York City","New York",10024,East,OFF-AR-10002053,"Office Supplies",Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,1.67,2.0,0.0
484,CA-2018-127691,7/22/2018,7/27/2018,"Standard Class",EM-14065,"Erin Mull",Consumer,"United States","New York City","New York",10024,East,TEC-AC-10002567,Technology,Accessories,"Logitech G602 Wireless Gaming Mouse",159.98,57.59,2.0,0.0
485,CA-2021-140963,6/10/2021,6/13/2021,"First Class",MT-18070,"Michelle Tran","Home Office","United States","Los Angeles",California,90045,West,OFF-LA-10003923,"Office Supplies",Labels,"Alphabetical Labels for Top Tab Filing",29.6,14.8,2.0,0.0
486,CA-2021-140963,6/10/2021,6/13/2021,"First Class",MT-18070,"Michelle Tran","Home Office","United States","Los Angeles",California,90045,West,FUR-BO-10001337,Furniture,Bookcases,"O'Sullivan Living Dimensions 2-Shelf Bookcases",514.17,-30.25,5.0,0.15
487,CA-2021-140963,6/10/2021,6/13/2021,"First Class",MT-18070,"Michelle Tran","Home Office","United States","Los Angeles",California,90045,West,TEC-PH-10001924,Technology,Phones,"iHome FM Clock Radio with Lightning Dock",279.96,17.5,5.0,0.2
488,CA-2018-154627,10/29/2018,10/31/2018,"First Class",SA-20830,"Sue Ann Reed",Consumer,"United States",Chicago,Illinois,60610,Central,TEC-PH-10001363,Technology,Phones,"Apple iPhone 5S",2735.95,341.99,6.0,0.2
489,CA-2018-133753,6/9/2018,6/13/2018,"Second Class",CW-11905,"Carl Weiss","Home Office","United States",Huntsville,Texas,77340,Central,TEC-PH-10000376,Technology,Phones,"Square Credit Card Reader",7.99,0.6,1.0,0.2
490,CA-2018-133753,6/9/2018,6/13/2018,"Second Class",CW-11905,"Carl Weiss","Home Office","United States",Huntsville,Texas,77340,Central,TEC-AC-10000303,Technology,Accessories,"Logitech M510 Wireless Mouse",63.98,10.4,2.0,0.2
491,CA-2018-133753,6/9/2018,6/13/2018,"Second Class",CW-11905,"Carl Weiss","Home Office","United States",Huntsville,Texas,77340,Central,OFF-AR-10001953,"Office Supplies",Art,"Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",70.37,6.16,2.0,0.2
492,CA-2018-113362,9/14/2018,9/19/2018,"Standard Class",AJ-10960,"Astrea Jones",Consumer,"United States",Rochester,"New York",14609,East,OFF-ST-10001809,"Office Supplies",Storage,"Fellowes Officeware Wire Shelving",449.15,8.98,5.0,0.0
493,CA-2018-113362,9/14/2018,9/19/2018,"Standard Class",AJ-10960,"Astrea Jones",Consumer,"United States",Rochester,"New York",14609,East,OFF-EN-10003845,"Office Supplies",Envelopes,"Colored Envelopes",11.07,5.09,3.0,0.0
494,CA-2020-169166,5/9/2020,5/14/2020,"Standard Class",SS-20590,"Sonia Sunley",Consumer,"United States",Seattle,Washington,98115,West,TEC-AC-10000991,Technology,Accessories,"Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",93.98,13.16,2.0,0.0
495,US-2020-120929,3/18/2020,3/21/2020,"Second Class",RO-19780,"Rose O'Brian",Consumer,"United States",Memphis,Tennessee,38109,South,FUR-TA-10001857,Furniture,Tables,"Balt Solid Wood Rectangular Table",189.88,-94.94,3.0,0.4
496,CA-2019-134782,12/27/2019,12/31/2019,"Standard Class",MD-17350,"Maribeth Dona",Consumer,"United States",Fayetteville,Arkansas,72701,South,OFF-EN-10001434,"Office Supplies",Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42,51.66,2.0,0.0
497,CA-2020-126158,7/25/2020,7/31/2020,"Standard Class",SC-20095,"Sanjit Chand",Consumer,"United States","Costa Mesa",California,92627,West,OFF-BI-10002498,"Office Supplies",Binders,"Clear Mylar Reinforcing Strips",119.62,40.37,8.0,0.2
498,CA-2020-126158,7/25/2020,7/31/2020,"Standard Class",SC-20095,"Sanjit Chand",Consumer,"United States","Costa Mesa",California,92627,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,81.84,4.0,0.0
499,CA-2020-126158,7/25/2020,7/31/2020,"Standard Class",SC-20095,"Sanjit Chand",Consumer,"United States","Costa Mesa",California,92627,West,FUR-CH-10002602,Furniture,Chairs,"DMI Arturo Collection Mission-style Design Wood Chair",241.57,18.12,2.0,0.2
500,CA-2020-126158,7/25/2020,7/31/2020,"Standard Class",SC-20095,"Sanjit Chand",Consumer,"United States","Costa Mesa",California,92627,West,FUR-FU-10000073,Furniture,Furnishings,"Deflect-O Glasstique Clear Desk Accessories",69.3,22.87,9.0,0.0
501,US-2020-105578,5/30/2020,6/4/2020,"Standard Class",MY-17380,"Maribeth Yedwab",Corporate,"United States",Parker,Colorado,80134,West,OFF-BI-10001670,"Office Supplies",Binders,"Vinyl Sectional Post Binders",22.62,-15.08,2.0,0.7
502,US-2020-105578,5/30/2020,6/4/2020,"Standard Class",MY-17380,"Maribeth Yedwab",Corporate,"United States",Parker,Colorado,80134,West,OFF-BI-10001658,"Office Supplies",Binders,"GBC Standard Therm-A-Bind Covers",14.95,-11.96,2.0,0.7
503,US-2020-105578,5/30/2020,6/4/2020,"Standard Class",MY-17380,"Maribeth Yedwab",Corporate,"United States",Parker,Colorado,80134,West,FUR-CH-10001215,Furniture,Chairs,"Global Troy Executive Leather Low-Back Tilter",801.57,50.1,2.0,0.2
504,US-2020-105578,5/30/2020,6/4/2020,"Standard Class",MY-17380,"Maribeth Yedwab",Corporate,"United States",Parker,Colorado,80134,West,OFF-BI-10000831,"Office Supplies",Binders,"Storex Flexible Poly Binders with Double Pockets",2.38,-1.9,3.0,0.7
505,US-2020-105578,5/30/2020,6/4/2020,"Standard Class",MY-17380,"Maribeth Yedwab",Corporate,"United States",Parker,Colorado,80134,West,OFF-PA-10000357,"Office Supplies",Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.79,11.89,1.0,0.2
506,CA-2021-134978,11/12/2021,11/15/2021,"Second Class",EB-13705,"Ed Braxton",Corporate,"United States","New York City","New York",10024,East,OFF-BI-10003274,"Office Supplies",Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,5.37,5.0,0.2
507,CA-2019-145352,3/16/2019,3/22/2019,"Standard Class",CM-12385,"Christopher Martinez",Consumer,"United States",Atlanta,Georgia,30318,South,OFF-AR-10001662,"Office Supplies",Art,"Rogers Handheld Barrel Pencil Sharpener",2.74,0.74,1.0,0.0
508,CA-2019-145352,3/16/2019,3/22/2019,"Standard Class",CM-12385,"Christopher Martinez",Consumer,"United States",Atlanta,Georgia,30318,South,OFF-AR-10003856,"Office Supplies",Art,"Newell 344",8.34,2.17,3.0,0.0
509,CA-2019-145352,3/16/2019,3/22/2019,"Standard Class",CM-12385,"Christopher Martinez",Consumer,"United States",Atlanta,Georgia,30318,South,OFF-ST-10001228,"Office Supplies",Storage,"Personal File Boxes with Fold-Down Carry Handle",46.74,11.69,3.0,0.0
510,CA-2019-145352,3/16/2019,3/22/2019,"Standard Class",CM-12385,"Christopher Martinez",Consumer,"United States",Atlanta,Georgia,30318,South,OFF-BI-10003527,"Office Supplies",Binders,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",6354.95,3177.48,5.0,0.0
511,CA-2021-135307,11/26/2021,11/27/2021,"First Class",LS-17245,"Lynn Smith",Consumer,"United States",Gladstone,Missouri,64118,Central,FUR-FU-10001290,Furniture,Furnishings,"Executive Impressions Supervisor Wall Clock",126.3,40.42,3.0,0.0
512,CA-2021-135307,11/26/2021,11/27/2021,"First Class",LS-17245,"Lynn Smith",Consumer,"United States",Gladstone,Missouri,64118,Central,TEC-AC-10002399,Technology,Accessories,"SanDisk Cruzer 32 GB USB Flash Drive",38.04,12.17,2.0,0.0
513,CA-2020-106341,10/20/2020,10/23/2020,"First Class",LF-17185,"Luke Foster",Consumer,"United States",Newark,Ohio,43055,East,OFF-AR-10002053,"Office Supplies",Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.15,0.72,3.0,0.2
514,CA-2021-163405,12/21/2021,12/25/2021,"Standard Class",BN-11515,"Bradley Nguyen",Consumer,"United States","Los Angeles",California,90049,West,OFF-AR-10003811,"Office Supplies",Art,"Newell 327",6.63,1.79,3.0,0.0
515,CA-2021-163405,12/21/2021,12/25/2021,"Standard Class",BN-11515,"Bradley Nguyen",Consumer,"United States","Los Angeles",California,90049,West,OFF-AR-10001246,"Office Supplies",Art,"Newell 317",5.88,1.71,2.0,0.0
516,CA-2021-127432,1/22/2021,1/27/2021,"Standard Class",AD-10180,"Alan Dominguez","Home Office","United States","Great Falls",Montana,59405,West,TEC-CO-10003236,Technology,Copiers,"Canon Image Class D660 Copier",2999.95,1379.98,5.0,0.0
517,CA-2021-127432,1/22/2021,1/27/2021,"Standard Class",AD-10180,"Alan Dominguez","Home Office","United States","Great Falls",Montana,59405,West,OFF-ST-10004507,"Office Supplies",Storage,"Advantus Rolling Storage Box",51.45,13.89,3.0,0.0
518,CA-2021-127432,1/22/2021,1/27/2021,"Standard Class",AD-10180,"Alan Dominguez","Home Office","United States","Great Falls",Montana,59405,West,OFF-PA-10001667,"Office Supplies",Paper,"Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)",11.96,5.38,2.0,0.0
519,CA-2021-127432,1/22/2021,1/27/2021,"Standard Class",AD-10180,"Alan Dominguez","Home Office","United States","Great Falls",Montana,59405,West,OFF-ST-10004459,"Office Supplies",Storage,"Tennsco Single-Tier Lockers",1126.02,56.3,3.0,0.0
520,CA-2019-157812,3/22/2019,3/26/2019,"Standard Class",DB-13210,"Dean Braden",Consumer,"United States",Houston,Texas,77041,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.39,5.29,1.0,0.2
521,CA-2019-157812,3/22/2019,3/26/2019,"Standard Class",DB-13210,"Dean Braden",Consumer,"United States",Houston,Texas,77041,Central,OFF-ST-10000736,"Office Supplies",Storage,"Carina Double Wide Media Storage Towers in Natural & Black",129.57,-25.91,2.0,0.2
522,CA-2019-157812,3/22/2019,3/26/2019,"Standard Class",DB-13210,"Dean Braden",Consumer,"United States",Houston,Texas,77041,Central,OFF-BI-10000285,"Office Supplies",Binders,"XtraLife ClearVue Slant-D Ring Binders by Cardinal",14.11,-21.17,9.0,0.8
523,CA-2021-145142,1/23/2021,1/25/2021,"First Class",MC-17605,"Matt Connell",Corporate,"United States",Detroit,Michigan,48234,Central,FUR-TA-10001857,Furniture,Tables,"Balt Solid Wood Rectangular Table",210.98,21.1,2.0,0.0
